2dDirection, 0x35d
PotW_SV_TentacleTortugaTotal, 0x3399
PotW_SV_TotalTentacles, 0x339d
PotW_Tortooga_Billy_Win_Played, 0x33a1
PotW_Tortooga_IntroPlayed, 0x33a5
potw_tortooga_lanterns, 0x33a9
potw_Tortooga_Pin_Bronze01, 0x33ad
potw_Tortooga_Pin_Bronze01_Persist, 0x33b1
potw_Tortooga_Pin_Bronze02, 0x33b5
potw_Tortooga_Pin_Bronze02_Persist, 0x33b9
PotW_Tortooga_V1_Gus_Bag_Played, 0x33bd
PotW_Tortooga_V1_Gus_Jail1_Played, 0x33c1
PotW_Tortooga_V1_Gus_Jail2_Played, 0x33c5
PotW_Tortooga_V1_Gus_Rock1_Played, 0x33c9
PotW_Tortooga_V1_Gus_Rock2_Played, 0x33cd
PotW_Tortooga_V2_Billy_ Chatter_Played, 0x33d1
PotW_Tortooga_V2_BillyChatter1_Played, 0x33d5
PotW_Tortooga_V2_Password_Played, 0x33d9
PotW_Tortuga_GremlinMarcFree, 0x33dd
potw_tortuga_startLocation, 0x33e1
PotW_TortugaTentacle1Killed, 0x33e5
PotW_TortugaTentacle2Killed, 0x33e9
PotW_TortugaTentacle3Killed, 0x33ed
potw_uniquepin01, 0x33f1
PotW_V2_DryFloor_Played, 0x33f5
PotW_V2_Greene_Chatter_Played, 0x33f9
PotW_V2_GreeneCallout_Played, 0x33fd
PotW_V2_GreeneFreed_Played, 0x3401
PotW_V2_GreeneHelp_Played, 0x3405
PotW_V2_GreeneQuestUpdate_Played, 0x40b5
PoTW_V2_GusFindBilly_Played, 0x3409
PotW_V2_LeftGreeneTrapped_Played, 0x340d
PotW_V2_PumpAllMixed_Played, 0x3411
PotW_V2_PumpAllPaint_Played, 0x3415
PotW_V2_PumpAllThinner_Played, 0x3419
PotW_V2_PumpFlythrough2_Played, 0x341d
PotW_V2_PumpOnePaint_Played, 0x3421
PotW_V2_PumpOneThinner_Played, 0x3425
PotW_V2_PumpTwoPaint_Played, 0x3429
PotW_V2_PumpTwoThinner_Played, 0x342d
PotW_V2_RideIntro_Played, 0x3431
PotW_V2_SinkingBoats_Played, 0x3435
PotW_V2_SpottedBasher_Played, 0x3439
PotW_WatchTrainingIntro, 0x343d
PotW_WellGearSpun, 0x3441
PoTW_ZM_FairyQuestExpire_Played, 0x40c5
PoTW_ZM_FairyReminder_Played, 0x3445
PoTW_ZM_FairyReminder2_Played, 0x3449
PoTW_ZM_FairyReminder3_Played, 0x344d
PoTW_ZM_FairyRescue1_Played, 0x3451
PoTW_ZM_FairyRescue2_Played, 0x3455
PoTW_ZM_Hook10_Played, 0x3459
PoTW_ZM_Hook11_Played, 0x345d
PoTW_ZM_Hook4_Played, 0x3461
PoTW_ZM_Hook5_Played, 0x3465
PoTW_ZM_Hook6_Played, 0x3469
PoTW_ZM_Hook7_Played, 0x346d
PoTW_ZM_Hook8_Played, 0x3471
PoTW_ZM_Hook9_Played, 0x3475
PoTW_ZM_HookCroc_Played, 0x3479
PoTW_ZM_HookHurt_Played, 0x347d
PoTW_ZM_HookHurt2_Played, 0x3481
PoTW_ZM_HookHurt3_Played, 0x3485
PoTW_ZM_HookHurt4_Played, 0x3489
PoTW_ZM_HookTaunt1_Played, 0x348d
PoTW_ZM_HookTaunt2_Played, 0x3491
PoTW_ZM_HookTV_Played, 0x3495
PoTW_ZM_HookTV2_Played, 0x3499
PoTW_ZM_HookWalkedPlank_Played, 0x349d
PoTW_ZM_KilledHook_Played, 0x34a1
PoTW_ZM_Paint1_Played, 0x34a5
PoTW_ZM_PaintPlank_Played, 0x34a9
PoTW_ZM_Quest_Played, 0x34ad
PotW_ZM_RocketPartQuest_Played, 0x34b1
PoTW_ZM_Screen_Played, 0x34b5
PoTW_ZM_StairReminder_Played, 0x34b9
PoTW_ZM_Start_Played, 0x34bd
PoTW_ZM_StickShift_Played, 0x34c1
PoTW_ZM_ThinPlank_Played, 0x34c5
PoTW_ZM_Torch1_Played, 0x34c9
PoTW_ZM_TrackComplete_Played, 0x34cd
potw_zoneb_BagContents, 0x34d1
potw_zoneb_BagCount, 0x34d5
potw_zoneb_MansionPillarComp, 0x34d9
potw_zoneb_ObeliskCount, 0x34dd
PoTW_ZoneE_GusSeesBot_Played, 0x34e1
PoTW_ZoneM_HookDistracted, 0x34e5
PoTW_ZoneM_HookIsDead, 0x34e9
PoTW_ZoneM_HookOffPlank, 0x34ed
PoTW_ZoneM_StickShiftCollected, 0x34f1
PoTW_ZoneM_StickShiftIntroduced, 0x34f5
PoTW_ZoneM_WallCranked, 0x34f9
PowerSparks, 0x34fd
Prefab_JigsawRewardChance, 0x3501
Prefab_TicketChance, 0x3505
Pump_Machine1, 0x3509
Pump_Machine2, 0x350d
Pump_Machine3, 0x3511
Pump_Machine4, 0x3515
PuzzleJailCount, 0x3519
QuestTesting_Played, 0x351d
QuestTestingResult1_Played, 0x3521
QuestTestingResult2_Played, 0x3525
Race_Building, 0x3529
Race_Location, 0x352d
Race1_StageComplete, 0x3531
Race2_StageComplete, 0x3535
Race3_StageComplete, 0x3539
Race4_StageComplete, 0x353d
Race5_StageComplete, 0x3541
Reminder_Played, 0x3545
RFS_BackToMS_Played, 0x3549
RFS_ReplayFilmStrip, 0x354d
Ride_HM_HighScore, 0x3551
Ride_PotW_HighScore, 0x3555
Ride_Setup, 0x3559
Ride_SW_HighScore, 0x355d
Ride_TL_HighScore, 0x3561
RocketArmCount, 0x3565
RocketManagerCount, 0x3569
RocketPart_Hook, 0x4085
RocketPart_Petetronic, 0x4081
RocketSpinCount, 0x356d
RocketVerticalCount, 0x3571
RockFallen, 0x3575
SBB_Admonish_Played, 0x3579
SBB_ArenaStart_Played, 0x357d
SBB_BlotPainted_Played, 0x3581
SBB_BlotPainted2_Played, 0x3585
SBB_Confirmation_Played, 0x3589
SBB_Container_Played, 0x358d
SBB_EnterProjector_Played, 0x3591
SBB_ExtraHealthPip_Played, 0x3595
SBB_GroundHint_Played, 0x3599
SBB_Hurry_Played, 0x359d
SBB_Intro_Played, 0x35a1
SBB_IntroStart_Played, 0x35a5
SBB_ShadowBlotAliveJump, 0x35a9
SBB_ShadowBlotDeadJump, 0x35ad
SBB_SneakAtack_Played, 0x35b1
SBB_TakeCover_Played, 0x35b5
SBB_ThinnerEnd_Played, 0x410d
SBB_VulnerableMouth_Played, 0x35b9
ScrapperReward_Clocktower, 0x35bd
Scurvy Not talked to Smee_Played, 0x35c1
Scurvy Pat Compass Quest_Played, 0x35c5
SeedPackCount, 0x35c9
ShadowBlot_Hero, 0x35cd
ShadowBlot_Thinner, 0x35d1
ShipCannon01, 0x35d5
ShipCannon02, 0x35d9
ShipCannon03, 0x35dd
ShowPortalVisit2Done, 0x35e1
ShowPortalVisit3Done, 0x35e5
ShowPortalVisit4Done, 0x35e9
SleepingB2GremlinV_Played, 0x35ed
SM_GearCam2Count, 0x35f1
SM_GearCam3Count, 0x35f5
SM_GearCamCount, 0x35f9
SM_Gremlin_Apollo, 0x35fd
SM_Gremlin_Delta, 0x3601
SM_Gremlin_DeltaDoor, 0x40a9
SM_Gremlin_Epsilon, 0x3605
SM_Gremlin_Nova, 0x3609
SM_Gremlin_Omega, 0x360d
SM_Gremlin_OmegaDoor, 0x40ad
SM_Rocket_trams_count, 0x3611
SM_RocketpartsPlaced, 0x3615
SM_Tentacle_Count, 0x3619
SM_Tentacle_Countdown, 0x361d
SM_TL_area_electrified, 0x3621
SM_TL_LevelWin, 0x3625
SMB_CheckpointGears, 0x3629
SMB_Delta_SpawnersOrTVs_Played, 0x362d
SMB_Epsilon_TramsOrElectric_Played, 0x3631
SMB_Gus_FuseBox_Played, 0x3635
SMB_Gus_GoofyPart_Played, 0x3639
SMB_Gus_OpeningScene_Addition_Played, 0x363d
SMB_Gus_OpeningScene_Played, 0x3641
SMB_Gus_PipePuzzle_Played, 0x3645
SMB_Gus_PipePuzzleDoneNext_Played, 0x3649
SMB_Gus_PipePuzzleQuestDone_Played, 0x364d
SMB_Gus_PipePuzzleQuestFail_Played, 0x3651
SMB_Gus_PipePuzzlesDone_Played, 0x3655
SMB_Gus_Powerelevator_Played, 0x3659
SMB_Gus_rocket_quest_Played, 0x365d
SMB_Gus_RocketPlatformUp_Played, 0x3661
SMB_Gus_ToPete_Played, 0x3665
SMB_Gus_TVPlaced_Played, 0x3669
SMB_Intro_setting, 0x366d
SMB_Omega_SpawnersOrTVs_Played, 0x3671
SMB_PlayOtherInstructions, 0x3675
SMB_Puzzle1, 0x3679
SMB_Puzzle2, 0x367d
SMB_Puzzle3, 0x3681
SMB_V2_Gus_AddRocketParts_Played, 0x3685
SMB_V2_Gus_CranePower_Played, 0x3689
SMB_V2_Gus_MoreTentacles_Played, 0x389
SMB_V2_Gus_MoreTentacles2_Played, 0x3691
SMB_V2_Gus_MoreTentacles3_Played, 0x3695
SMB_V2_Gus_OnArrival_Played, 0x3699
SMB_V2_Gus_PowerTheCrane_Played, 0x369d
SMB_V2_Gus_SVTentComp_Played, 0x36a1
SMB_V2_Gus_TimeToSplit_Played, 0x36a5
SMBV2_Delta_Thanks_Played, 0x36a9
SMBV2_Epsilon_Thanks_Played, 0x36ad
SMBV2_Omega_Thanks_Played, 0x36b1
Smee last Daisy_Played, 0x36b5
Smee No Pirates Return_Played, 0x36b9
Smee_PaintReaction_Played, 0x36bd
Smee_Puddled_Played, 0x36c1
Smee_ThinnerReaction_Played, 0x36c5
Smee_Unpuddled_Played, 0x36c9
Spacemountaincount, 0x36cd
Starkey_Both_Complete_Played, 0x36d1
Starkey_Cleared_Played, 0x36d5
Starkey_Complete_Played, 0x36d9
Starkey_Intro_Played, 0x36dd
Starkey_No_Log_Played, 0x36e1
Starkey_Symbols_Played, 0x36e5
Starkey_Tortooga_Chat_Played, 0x36e9
Starkey_Tortooga_Played, 0x36ed
Steam01_Right_Projector_Played, 0x36f1
Steamroll_NewLeft_Projector_Played, 0x36f5
Steamroll_NewRight_Projector_Played, 0x36f9
StoryFMV_Meeting_Played, 0x36fd
Stretch_GearTutorial, 0x3701
Stretch_Rescue, 0x3705
Stretch_to_MD2_Played, 0x3709
StretchingRoom_HaigRescued, 0x370d
SugGifts, 0x3711
SugSnubs, 0x3715
SV_V2_Wave1, 0x3719
SV_V2_Wave2, 0x371d
SV_V2_Wave3, 0x3721
TCNR_GoofyPartFound, 0x3725
TempBunnySet, 0x3729
Test Int, 0x372d
Test_gremlincaged, 0x3731
Test_gremlinsaved, 0x3735
Test1VAR, 0x3739
Test2Var, 0x373d
ThinnerReaction01_Played, 0x3741
ThinnerReaction02_Played, 0x3745
ThinnerReaction03_Played, 0x3749
ThinnerReaction04_Played, 0x374d
ThinnerReaction05_Played, 0x3751
ThinnerReaction06_Played, 0x3755
ThinnerReaction07_Played, 0x3759
ThinnerReaction08_Played, 0x375d
ThinnerReaction09_Played, 0x3761
Tiki Got Nothing_Played, 0x3765
Tiki Mask Pickup_Played, 0x3769
Tiki Reminder_Played, 0x376d
Tiki_1_QuestComplete_played, 0x3771
Tiki_1_QuestGive_played, 0x3775
Tiki_2_QuestComplete_Played, 0x3779
TL_2dBacksideCount, 0x377d
TL_ALTGears, 0x3781
TL_ArenaCount, 0x3785
TL_Brackets, 0x3789
TL_CarouselLeader, 0x378d
TL_CarouselWL, 0x3791
TL_CartStop1Toon, 0x3795
TL_CartStop1Trigger, 0x3799
TL_CartStop2Toon, 0x379d
TL_CartStop2Trigger, 0x37a1
TL_CartStop3Toon, 0x37a5
TL_CartStop3Trigger, 0x37a9
TL_Column1Tumbler1, 0x37ad
TL_Column1Tumbler1_2, 0x37b1
TL_Column1Tumbler2, 0x37b5
TL_Column1Tumbler2_2, 0x37b9
TL_Column1Tumbler3, 0x37bd
TL_Column1Tumbler3_2, 0x37c1
TL_Column2Tumbler1, 0x37c5
TL_Column2Tumbler1_2, 0x37c9
TL_Column2Tumbler2, 0x37cd
TL_Column2Tumbler2_2, 0x37d1
TL_Column2Tumbler3, 0x37d5
TL_Column2Tumbler3_2, 0x37d9
TL_Column3Tumbler1, 0x37dd
TL_Column3Tumbler1_2, 0x37e1
TL_Column3Tumbler2, 0x37e5
TL_Column3Tumbler2_2, 0x37e9
TL_Column3Tumbler3, 0x37ed
TL_Column3Tumbler3_2, 0x37f1
TL_D1_Bronzepin, 0x37f5
TL_D1_DiagSkip, 0x4051
TL_D2_Bronzepin, 0x37f9
TL_fromD3MechToSM_Played, 0x37fd
TL_GBT_BLOB_Defeated, 0x3801
TL_GBT_TVused, 0x3805
TL_GearTowerDialog, 0x3809
TL_Goofy_PartCheck, 0x380d
TL_GoofyParts, 0x3811
TL_Gremlin_Apollo, 0x3815
TL_Gremlin_Nova, 0x3819
TL_Gremlin_Sparks, 0x381d
TL_Gremlin_Starr, 0x3821
TL_Gremlinfreed, 0x3825
TL_Gus_DogTagsFound_Played, 0x3829
TL_Gus_PowerBox_Played, 0x382d
TL_HM_V2_Wave1, 0x3831
TL_HM_V2_Wave2, 0x3835
TL_HM_V2_Wave3, 0x3839
TL_Lagoon_GusIntroPart, 0x383d
TL_lagoon_Valve_Dialog, 0x3841
TL_LongPuzzle2count, 0x3845
TL_LongPuzzle3count, 0x3849
TL_LongPuzzlecount, 0x384d
TL_MH_Gus_V2_NiceJob_Played, 0x3851
TL_Minihub_PeopleMovers, 0x3855
TL_Nautilus_PaidGremlin, 0x3859
TL_Nautilus_TicketCheck, 0x385d
TL_NautilusGears, 0x3861
TL_NautilusRaisedCount, 0x3865
TL_Notilus_collumn, 0x3869
TL_Oswald_RocketDone_Played, 0x386d
TL_Pillar1Down, 0x3871
TL_Pillar2Steam, 0x3875
TL_Pipe1Count, 0x3879
TL_Pipe2Count, 0x387d
TL_Pipe3Count, 0x3881
TL_Pipe4Count, 0x3885
TL_Power1Count, 0x3889
TL_Power2Count, 0x388d
TL_Power3Count, 0x3891
TL_Power4Count, 0x3895
TL_PowerRestored, 0x3899
TL_Pump1_Value, 0x389d
TL_Pump2_Value, 0x38a1
TL_Pump3_Value, 0x38a5
TL_QuestUpdateCount, 0x4099
TL_RaisingBlock, 0x38a9
TL_ShortPuzzle2count, 0x38ad
TL_ShortPuzzle3count, 0x38b1
TL_ShortPuzzlecount, 0x38b5
TL_SlobberDefeatStatus, 0x38b9
TL_SM_ExitTVCount, 0x38bd
TL_SM_ZoneB_MoviePlayed, 0x38c1
TL_SM_ZoneD_Intro_Played, 0x38c5
TL_SM_ZoneD_SayHello_Played, 0x38c9
TL_Square_red_Chest, 0x38cd
TL_Square_red_Chest2, 0x38d1
TL_Stretch_FirstTumbler, 0x38d5
TL_Stretch_FirstTumbler_2, 0x38d9
TL_Stretch_GearTutorial, 0x38dd
TL_Stretch_GearTutorial_2, 0x38e1
TL_Stretch_Rescue, 0x38e5
TL_Stretch_Rescue_2, 0x38e9
TL_StretchBottom, 0x38ed
TL_StretchBottom_2, 0x38f1
TL_StretchGear01, 0x38f5
TL_StretchGear01_2, 0x38f9
TL_StretchGear01Painted, 0x38fd
TL_StretchGear01Painted_2, 0x3901
TL_StretchGear02, 0x3905
TL_StretchGear02_2, 0x3909
TL_StretchGear02Painted, 0x390d
TL_StretchGear02Painted_2, 0x3911
TL_StretchIntroTrigger, 0x3915
TL_StretchIntroTrigger_2, 0x3919
TL_StretchKeyEnabled, 0x391d
TL_StretchKeyEnabled_2, 0x3921
TL_StretchMasterRotate, 0x3925
TL_StretchMasterRotate_2, 0x3929
TL_StretchMid, 0x392d
TL_StretchMid_2, 0x3931
TL_StretchPlatPos, 0x3935
TL_StretchPlatPos_2, 0x3939
TL_StretchPlatReverse, 0x393d
TL_StretchPlatReverse_2, 0x3941
TL_StretchTop, 0x3945
TL_StretchTop_2, 0x3949
TL_SV_BronzePin, 0x394d
TL_SV_Gremlin1, 0x3951
TL_SV_Gremlin2, 0x3955
TL_SV_Gremlin3, 0x3959
TL_SV_SilverPin, 0x395d
TL_Tentacle_Count, 0x3961
TL_Tentacle_Countdown, 0x3965
TL_ThroughDoor, 0x3969
TL_ToonBacksideCount, 0x396d
TL_ToonSignCount, 0x3971
TL_Tower1, 0x3975
TL_Tower2, 0x3979
TL_trackElectrified, 0x397d
TL_trackElectrified1, 0x3981
TL_trackElectrified1count, 0x3985
TL_trackElectrified2, 0x3989
TL_trackElectrified2count, 0x398d
TL_trackElectrified3, 0x3991
TL_trackElectrified3count, 0x3995
TL_trackElectrified4, 0x3999
TL_trackElectrified4count, 0x399d
TL_TramActivated, 0x39a1
TL_TramPowerRestored, 0x39a5
TL_Tumbler01Solved, 0x39a9
TL_Tumbler01Solved_2, 0x39ad
TL_Tumbler02Solved, 0x39b1
TL_Tumbler02Solved_2, 0x39b5
TL_Tumbler03Solved, 0x39b9
TL_Tumbler03Solved_2, 0x39bd
TL_TV1Count, 0x39c1
TL_TV2Count, 0x39c5
TL_TV3Count, 0x39c9
TL_TV4Count, 0x39cd
TL_valve_Countdown, 0x40a1
TL_WaterfallShrink, 0x39d1
TL_WaterfallShrinkL, 0x39d5
TL_WaterfallShrinkR, 0x39d9
TL_ZoneD1_ValveFixMethod, 0x39dd
TL_ZoneE_Hazard1, 0x39e1
TL_ZoneE_Hazard2, 0x39e5
TL_ZoneE_Hazard3, 0x39e9
TLAnvilCount, 0x39ed
TLB_Gus_AlmostThere_Played, 0x39f1
TLB_Gus_ColumnFalls_Played, 0x39f5
TLB_Gus_ColumnFalls2_Played, 0x39f9
TLB_Gus_Crane1Done_Played, 0x39fd
TLB_Gus_Crane2Done_Played, 0x3a01
TLB_Gus_CraneIntro_Played, 0x3a05
TLB_Gus_CraneProgress_Played, 0x3a09
TLB_Gus_FixingMachineUp_Played, 0x3a0d
TLB_Gus_Gear01_Played, 0x3a11
TLB_Gus_Gear02_Played, 0x3a15
TLB_Gus_Gear03_Played, 0x3a19
TLB_Gus_Gear04_Played, 0x3a1d
TLB_Gus_GearOnEnd1_Played, 0x3a21
TLB_Gus_GoofyPart_Played, 0x3a25
TLB_Gus_HandHint_Played, 0x3a29
TLB_Gus_MysteryGear_BackToLife_Played, 0x3a2d
TLB_Gus_MysteryGear_WindsDown_Played, 0x3a31
TLB_Gus_NiceJobGear_Played, 0x3a35
TLB_Gus_NotalusTransition_Played, 0x3a39
TLB_Gus_OpeningScene_Played, 0x3a3d
TLB_Gus_OpeningScene2_Played, 0x3a41
TLB_Gus_OpeningScene3_Played, 0x3a45
TLB_Gus_PaintInAroundHere_Played, 0x3a49
TLB_Gus_PillarsOutOfThinner_Played, 0x3a4d
TLB_Gus_PillarsRose_Played, 0x3a51
TLB_Gus_PlatformsExtended_Played, 0x3a55
TLB_Gus_ProbablyOperational_Played, 0x3a59
TLB_Gus_RedChest_Played, 0x3a5d
TLB_Gus_RideNotalus_Played, 0x3a61
TLB_Gus_SomewhereImportant_Played, 0x3a65
TLB_Starr_freed, 0x3a69
TLB_Starr_LetMeFixThose_Played, 0x3a6d
TLB_Starr_NotEnoughCash_Played, 0x3a71
TLB_Starr_RepairGears_Played, 0x3a75
TLB_Starr_Thanks_Played, 0x3a79
TLBridgeCount, 0x3a7d
TLDoorSet, 0x3a81
TLMachineBroke, 0x3a85
TLMH_Apollo_HelpBarks_Played, 0x3a89
TLMH_Apollo_PowerStation_Played, 0x38d
TLMH_Apollo_Store_DontUse_Played, 0x3a91
TLMH_Apollo_Store_Use_Played, 0x3a95
TLMH_Apollo_Thanks_Played, 0x3a99
TLMH_Apollo_Thanks2_Played, 0x3a9d
TLMH_Apollo_ThanksAnyway_Played, 0x3aa1
TLMH_Delta_ThanksAnyway_Played, 0x3aa5
TLMH_Epsilon_ThanksAnyway_Played, 0x3aa9
TLMH_Gus_ActivateMainSwitch_Played, 0x3aad
TLMH_Gus_building_Played, 0x3ab1
TLMH_Gus_Countdown_2_Played, 0x3ab5
TLMH_Gus_DivertingPower_Played, 0x3ab9
TLMH_Gus_DynamoRoom_Played, 0x3abd
TLMH_Gus_GuidanceToFirstGremlin_Played, 0x3ac1
TLMH_Gus_InPosition_Played, 0x3ac5
TLMH_Gus_MainSwitch_Played, 0x3ac9
TLMH_Gus_OpeningScene_Played, 0x3acd
TLMH_Gus_OpeningScene2_Played, 0x3ad1
TLMH_Gus_OpeningScene3_Played, 0x3ad5
TLMH_Gus_OpeningScene4_Played, 0x3ad9
TLMH_Gus_PartofGoofy_Played, 0x3add
TLMH_Gus_PeopleMoverDescribe_Played, 0x3ae1
TLMH_Gus_PeopleMoverMoves_Played, 0x3ae5
TLMH_Gus_PeopleMoverSwitch_Played, 0x3ae9
TLMH_Gus_PowerIsntConnected_Played, 0x3aed
TLMH_Gus_PowerPad1_Played, 0x3af1
TLMH_Gus_Powerpads1_Played, 0x3af5
TLMH_Gus_PumpsFilled_Played, 0x3af9
TLMH_Gus_RotateRocketRide_Played, 0x3afd
TLMH_Gus_SkyTramRepaired_Played, 0x3b01
TLMH_Gus_ThinnerMachineBreak_Played, 0x3b05
TLMH_Gus_TracksGetElectrified_Played, 0x3b09
TLMH_Gus_TramPoweringUp_Played, 0x3b0d
TLMH_Nova_HelpBarks_Played, 0x3b11
TLMH_Nova_Rocket_Played, 0x3b15
TLMH_Nova_Thanks_Played, 0x3b19
TLMH_Nova_ThanksAnyway_Played, 0x3b1d
TLMH_Omega_ThanksAnyway_Played, 0x3b21
TLMH_PaintPump, 0x3b25
TLMH_PowerPads2_Played, 0x3b29
TLMH_QuestComplete_Played, 0x3b2d
TLMH_Roger_ThanksAnyway_Played, 0x3b31
TLMH_Sparks_HelpBarks_Played, 0x3b35
TLMH_Sparks_SkyTram_Played, 0x3b39
TLMH_Sparks_Thanks_Played, 0x3b3d
TLMH_Sparks_ThanksAnyway_Played, 0x3b41
TLMH_Starr_ThanksAnyway_Played, 0x3b45
TLMH_V2_Apollo_thanks_Played, 0x3b49
TLMH_V2_Gus_FinalTent_Played, 0x3b4d
TLMH_V2_Gus_InsertRocket_Played, 0x3b51
TLMH_V2_Gus_NextTentacle_Played, 0x3b55
TLMH_V2_Gus_Part1Rocket_Played, 0x3b59
TLMH_V2_Gus_Part2Rocket_Played, 0x3b5d
TLMH_V2_Gus_Part3Rocket_Played, 0x3b61
TLMH_V2_Gus_PowerTheCrane_Played, 0x3b65
TLMH_V2_Gus_RotateRocketRide2_Played, 0x3b69
TLMH_V2_Gus_Tentacles_Played, 0x3b6d
TLMH_V2_Nova_thanks_Played, 0x3b71
TLMH_V2_Sparks_Thanks_Played, 0x3b75
TLMH_Valuable_Spotted_Played, 0x3b79
TLMH_Wilco_ThanksAnyway_Played, 0x3b7d
TLMH_ZD1_Gus_GotAPin_Played, 0x3b81
TLMH_ZD1_Gus_QuickerMaybe_Played, 0x3b85
TLMH_ZD1_Gus_Spinner_Played, 0x3b89
TLMH_ZD1_Gus_SpinnerTIP_Played, 0x3b8d
TLMH_ZD1_Gus_SteamGearActivated_Played, 0x3b91
TLMH_ZD1_Gus_SteamGearsDONE_Played, 0x3b95
TLMH_ZD1_Gus_SteamPower_Played, 0x3b99
TLMH_ZD1_Gus_Surfacing_Played, 0x3b9d
TLMH_ZD1_Gus_TomorrowCityProper_Played, 0x3ba1
TLMH_ZD1_Gus_UFO_Played, 0x3ba5
TLMH_ZD1_Gus_UFOInactive_Played, 0x3ba9
TLMH_ZD1_Gus_ValvesOff_Played, 0x3bad
TLMH_ZD1_Gus_WatchOut_Played, 0x3bb1
TLMH_ZD1_Gus_WatchOut2_Played, 0x3bb5
TLMH_ZD1_Roger_UFOChallenge_Played, 0x3bb9
TLMH_ZD1_Roger_UFOFail_Played, 0x3bbd
TLMH_ZD1_Wilco_TimerTalk_Played, 0x3bc1
TLMH_ZD2_CarouselPowered, 0x3bc5
TLRocketMachine, 0x3bc9
TLSMmachinepaint, 0x3bcd
TLTVCount, 0x3bd1
TMLH_Apollo_Store_Played, 0x3bd5
Tomorrowland_FilmClip, 0x3bd9
toonbase, 0x3bdd
toonbase2, 0x3be1
ToonTown_FilmClip, 0x3be5
Tortooga_Expire_Played, 0x3be9
Tortooga_Lantern1_Painted_Played, 0x3bed
Tortooga_Lantern2_Painted_Played, 0x3bf1
Tortuga_DoorPassword_Played, 0x3bf5
Tortuga_EnterJail_Played, 0x3bf9
Tortuga_FindBagContents_Played, 0x3bfd
Tortuga_FindJailKey1_Played, 0x3c01
Tortuga_FindJailKey2_Played, 0x3c05
Tortuga_FindJailKey3_Played, 0x3c09
Tortuga_PillarComp_Played, 0x3c0d
Tortuga_RisingPillar_Played, 0x3c11
Tortuga_Taken_Played, 0x3c15
Tortuga_UnderMansionHint_Played, 0x3c19
TortugatoJungle2D_Played, 0x3c1d
TortugaToRide2D_Played, 0x3c21
TP_statues, 0x3c25
TP_symbolvar, 0x3c29
TransZD3ToSpaceMount_Played, 0x3c2d
TransZEToMiniHub_Played, 0x3c31
Tree House Exit Check_Played, 0x3c35
TronPete_RocketPart, 0x4079
TronPetetoMS_Played, 0x3c39
TT_allflowers_Played, 0x3c3d
TT_AssembledGoofyIdle_Played, 0x3c41
TT_BackFromMJQuest, 0x3c45
TT_badrescue, 0x3c49
TT_boatfixed, 0x3c4d
TT_boatgearget, 0x3c51
TT_bridgefixedidle_Played, 0x3c55
TT_cakecandle, 0x3c59
TT_cakecomplete_Played, 0x3c5d
TT_cakedeliver, 0x3c61
TT_cakedeliver_Played, 0x3c65
TT_cakedeliveridle_Played, 0x3c69
TT_cakeicecream, 0x3c6d
TT_cakeidle_Played, 0x3c71
TT_cakemade, 0x3c75
TT_cakemadeidle_Played, 0x3c79
TT_cakevar, 0x3c7d
TT_clarabelle, 0x3c81
TT_ClarabellePinsCheckpointFired, 0x3c85
TT_ClarabelleThinned_Played, 0x3c89
TT_clarabik, 0x3c8d
TT_ClaraCakeDelivered_Played, 0x3c91
TT_ClaraGatherFlowers_Played, 0x3c95
TT_claraintro_Played, 0x3c99
TT_ClaraPinGiven, 0x408d
TT_convoalternate, 0x3c9d
TT_cooking_Played, 0x3ca1
TT_debug, 0x3ca5
TT_DonaldBoatTicketCollected, 0x3ca9
TT_Flower1, 0x3cad
TT_Flower2, 0x3cb1
TT_Flower3, 0x3cb5
TT_flowers, 0x3cb9
TT_FlowersforHenrietta_Played, 0x3cbd
TT_FlowersThinned_Played, 0x3cc1
TT_flowersturnin, 0x3cc5
TT_flybyplayed, 0x3cc9
TT_GagFactorySketched, 0x3ccd
TT_GildaPostRaceChatter_Played, 0x3cd1
TT_GildaRace2_Played, 0x3cd5
TT_givewrench_Played, 0x3cd9
TT_goofyarmget, 0x3cdd
TT_GoofyAssembleBik_Played, 0x3ce1
TT_GoofyBroke_BlotDefeated_Played, 0x3ce5
TT_goofyconstructed, 0x3ce9
TT_goofygear, 0x3ced
TT_goofygear_Played, 0x3cf1
TT_goofygetparts_Played, 0x3cf5
TT_goofygreet_Played, 0x3cf9
TT_goofyintroplayed, 0x3cfd
TT_goofylegget, 0x3d01
TT_GoofyLocket_Played, 0x3d05
TT_GoofyLocketSold_Played, 0x3d09
TT_goofyparts, 0x3d0d
TT_goofypartsfail_Played, 0x3d11
TT_goofypartsfound, 0x3d15
TT_goofypartsidle_Played, 0x3d19
TT_goofytorsoget, 0x3d1d
TT_goofywaistget, 0x3d21
TT_GoofyWhole_BlotDefeated_Played, 0x3d25
TT_GuardianQuestMarkerTracker, 0x3d29
TT_Gus_BoatFixed_Played, 0x3d2d
TT_Gus_CarWontGo_Played, 0x3d31
TT_Gus_FlowerFound_Played, 0x3d35
TT_Gus_FlowersForClarabelle_Played, 0x3d39
TT_Gus_HouseComplete_Played, 0x3d3d
TT_gus_MickeysHouse_Played, 0x3d41
TT_Gus_OsTownFlythrough_Played, 0x3d45
TT_Gus_SafeCrushedMoody_Played, 0x3d49
TT_GusAwardHealthPip_Played, 0x3d4d
